char,charLabel,father,fatherLabel,mother,motherLabel,spouse,spouseLabel
http://www.wikidata.org/entity/Q2472921,Babhruvāhana,http://www.wikidata.org/entity/Q185790,Arjuna,http://www.wikidata.org/entity/Q2367305,Chitrangada,,
http://www.wikidata.org/entity/Q2477603,Vaisampayana,,,,,,
http://www.wikidata.org/entity/Q2479214,Anasuya,http://www.wikidata.org/entity/Q11735625,Kardama,,,http://www.wikidata.org/entity/Q757727,Atri
http://www.wikidata.org/entity/Q2588460,Nala,,,,,http://www.wikidata.org/entity/Q3521321,Damayantī
http://www.wikidata.org/entity/Q2601106,Rukmī,http://www.wikidata.org/entity/Q4100813,Bhishmaka,,,,
http://www.wikidata.org/entity/Q2633157,Nahuṣa,,,,,http://www.wikidata.org/entity/Q16039150,Ashokasundari
http://www.wikidata.org/entity/Q2633766,Takṣaka,,,,,,
http://www.wikidata.org/entity/Q2657428,Śhukdev,http://www.wikidata.org/entity/Q330521,Vyāsa,,,,
http://www.wikidata.org/entity/Q2669309,Kritavarma,,,,,,
http://www.wikidata.org/entity/Q2669688,Barbarika,,,,,,
http://www.wikidata.org/entity/Q2671513,Kāliya,,,,,,
http://www.wikidata.org/entity/Q2721773,Ambā,,,,,,
http://www.wikidata.org/entity/Q2722590,Khandavaprastha,,,,,,
http://www.wikidata.org/entity/Q2723039,Duhsala,http://www.wikidata.org/entity/Q926150,Dhṛtarāṣṭra,http://www.wikidata.org/entity/Q1849082,Gāndhārī,http://www.wikidata.org/entity/Q2381146,Jayadratha
http://www.wikidata.org/entity/Q2723049,Mayasura,http://www.wikidata.org/entity/Q1513261,Kashyapa,http://www.wikidata.org/entity/Q1230306,Diti,,
http://www.wikidata.org/entity/Q2723053,Ahilawati,,,,,http://www.wikidata.org/entity/Q1976196,Ghaṭotkaca
http://www.wikidata.org/entity/Q2723062,Jarāsandha,http://www.wikidata.org/entity/Q15220325,Brihadratha,,,,
http://www.wikidata.org/entity/Q2723089,Ulūpī,,,,,http://www.wikidata.org/entity/Q185790,Arjuna
http://www.wikidata.org/entity/Q2724067,Bakasura,,,,,,
http://www.wikidata.org/entity/Q2724299,Aruni,,,,,,
http://www.wikidata.org/entity/Q2724587,Bhūriśravas,,,,,,
http://www.wikidata.org/entity/Q2727397,Karṇa,http://www.wikidata.org/entity/Q204418,Surya,http://www.wikidata.org/entity/Q844424,Kuntī,http://www.wikidata.org/entity/Q104858649,Wives of Karna
http://www.wikidata.org/entity/Q2727397,Karṇa,http://www.wikidata.org/entity/Q2472652,Adhiratha,http://www.wikidata.org/entity/Q844424,Kuntī,http://www.wikidata.org/entity/Q104858649,Wives of Karna
http://www.wikidata.org/entity/Q2727397,Karṇa,http://www.wikidata.org/entity/Q204418,Surya,http://www.wikidata.org/entity/Q4263257,Radha,http://www.wikidata.org/entity/Q104858649,Wives of Karna
http://www.wikidata.org/entity/Q2727397,Karṇa,http://www.wikidata.org/entity/Q2472652,Adhiratha,http://www.wikidata.org/entity/Q4263257,Radha,http://www.wikidata.org/entity/Q104858649,Wives of Karna
http://www.wikidata.org/entity/Q19899160,Vrihanta,,,,,,
